OCCUPATION_TYPE,EMP_FEIN,EMP_NAICS,EMP_NUM_PAYROLL,EMP_YEAR_COMMENCED,JOB_TITLE,JOB_OPP_WAGE_FROM,JOB_OPP_WAGE_TO,JOB_OPP_WAGE_PER,JOB_AVG_WAGE,PRIMARY_WORKSITE_TYPE,PRIMARY_WORKSITE_CITY,PRIMARY_WORKSITE_STATE,PRIMARY_WORKSITE_POSTAL_CODE,PRIMARY_WORKSITE_BLS_AREA,OTHER_REQ_IS_FULLTIME_EMP,OTHER_REQ_IS_LIVEIN_HOUSEHOLD,OTHER_REQ_JOB_FOREIGN_LANGUAGE
Professional occupation,41-0129150,3119,38000,1923,Program Manager – Global Technology PMO ,"$140,000.00","$150,000.00",Year,"$145,000.00",Business Premises,Erlanger,KY,41018,"Cincinnati, OH-KY-IN",Y,N,N
College/University Teacher,72-0423889,611310,5400,1834,Professor of Practice,"$52,275.00","$52,275.00",Year,,Business Premises,New Orleans,LA,70118,"New Orleans-Metairie, LA",Y,N,Y
Non-professional,56-0845796,623110,6490,1954,Nursing Assistant,"$34,715.20",,Year,,Business Premises,Fayetteville,NC,28304,"Fayetteville, NC",Y,N,N
College/University Teacher,39-6006492,61131,29297,1848,Clinical Assistant Professor,"$69,971.00",,Year,,Business Premises,Madison,WI,53792,"Madison, WI",Y,N,N
Non-professional,38-2813561,722513,597,1986,Team Member,"$27,300.00",,Year,,Business Premises,Rochester,NY,14623,"Rochester, NY",Y,N,N
Non-professional,04-2931951,49319,786,2019,Truck Loader,$19.00,,Hour,,Business Premises,Chicopee,MA,01013,"Springfield, MA-CT",Y,N,N
Non-professional,56-0845796,623110,6490,1954,Nursing Assistant,"$29,120.00",,Year,,Business Premises,Fayetteville,NC,28304,"Fayetteville, NC",Y,N,N
Non-professional,56-0845796,623110,6490,1954,Nursing Assistant,"$29,120.00",,Year,,Business Premises,Fayetteville,NC,28304,"Fayetteville, NC",Y,N,N
Non-professional,95-4338515,3119,21,2019,Warehouse worker,"$32,240.00","$32,240.00",Year,,Business Premises,City of Industry,CA,91745,"Los Angeles-Long Beach-Anaheim, CA",Y,N,N
Non-professional,20-5930595,311710,330,2006,Fish Cutter and Trimmer,"$21,112.00","$21,112.00",Year,,Business Premises,EUTAW,AL,35462,Southwest Alabama nonmetropolitan area,Y,N,N
Non-professional,58-0808521,311615,1041,1958,Poultry Processing Worker,"$31,200.00","$31,200.00",Year,,Business Premises,Bethlehem,GA,30620,"Atlanta-Sandy Springs-Roswell, GA",Y,N,N
Non-professional,56-0845796,623110,6490,1954,Nursing Assistant,"$29,120.00",,Year,,Business Premises,Fayetteville,NC,28304,"Fayetteville, NC",Y,N,N
Professional occupation,23-2259884,51791,3193,2000,Sr Mgr-Software Development,"$144,566.00",,Year,"$144,566.00",Business Premises,Temple Terrace,FL,33637,"Tampa-St. Petersburg-Clearwater, FL",Y,N,N
Non-professional,59-3095997,561720,235,1985,Janitor,"$24,960.00",,Year,,Business Premises,LONGWOOD,FL,32750,"Orlando-Kissimmee-Sanford, FL",Y,N,N
Non-professional,56-0845796,623110,6490,1954,Nursing Assistant,"$29,120.00",,Year,,Business Premises,Fayetteville,NC,28304,"Fayetteville, NC",Y,N,N
Non-professional,46-3015195,339999,47,2012,PRODUCT MAKER,"$38,979.00",,Year,,Business Premises,VISTA,CA,92081,"San Diego-Carlsbad, CA",Y,N,Y
Non-professional,95-4338515,3119,21,2019,Warehouse worker,"$32,240.00","$32,240.00",Year,,Business Premises,City of Industry,CA,91745,"Los Angeles-Long Beach-Anaheim, CA",Y,N,N
Professional occupation,23-2259884,51791,5733,2000,Senior Engineer Consultant [AID010 P3],"$130,313.00",,Year,"$130,313.00",Business Premises,Irving ,TX,75038,"Dallas-Fort Worth-Arlington, TX",Y,N,N
Non-professional,95-4338515,3119,21,2019,Warehouse worker,"$32,240.00","$32,240.00",Year,,Business Premises,City of Industry,CA,91745,"Los Angeles-Long Beach-Anaheim, CA",Y,N,N
Non-professional,04-2699681,72111,3,1971,Laundry Worker,"$31,200.00","$31,200.00",Year,,Business Premises,N. Truro,MA,02652,"Barnstable Town, MA",Y,N,N
Professional occupation,52-1671314,611110,1150,1912,Secondary School Science Teacher ,"$66,308.00",,Year,"$66,308.00",Business Premises,Maricopa,AZ,85139,"Phoenix-Mesa-Scottsdale, AZ",Y,N,N
Professional occupation,71-0781138,622110,1035,1995,Physician Endocrinologist (Internal Medicine),"$250,000.00",,Year,"$250,000.00",Business Premises,North Little Rock,AR,72117,"Little Rock-North Little Rock-Conway, AR",Y,N,N
Professional occupation,84-2606671,541511,1,2018,Software Developer,"$132,226.00",,Year,"$132,226.00",Business Premises,Sarasota,FL,34238,"North Port-Sarasota-Bradenton, FL",Y,N,N
Non-professional,95-4338515,3119,21,2019,Warehouse worker,"$32,240.00","$32,240.00",Year,,Business Premises,City of Industry,CA,91745,"Los Angeles-Long Beach-Anaheim, CA",Y,N,N
Non-professional,95-4338515,3119,21,2019,Warehouse worker,"$32,240.00","$32,240.00",Year,,Business Premises,City of Industry,CA,91745,"Los Angeles-Long Beach-Anaheim, CA",Y,N,N
Professional occupation,65-1278147,54151,22,2006,SAP Consultant,"$134,992.00",,Year,"$134,992.00",Business Premises,Irving,TX,75038,"Dallas-Fort Worth-Arlington, TX",Y,N,N
Non-professional,58-0808521,311615,1041,1958,Poultry Processing Worker,"$31,200.00","$31,200.00",Year,,Business Premises,Bethlehem,GA,30620,"Atlanta-Sandy Springs-Roswell, GA",Y,N,N
Professional occupation,98-0429806,541511,4200,1968,Technical Architect ,"$138,590.00","$230,000.00",Year,"$184,295.00",Business Premises,New York,NY,10178,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Non-professional,27-2247124,56173,30,2009,Landscape Technician,"$26,333.00","$26,333.00",Year,,No one specific worksite address or physical location,N/A,,N/A,N/A,Y,N,N
Professional occupation,26-1765515,541511,530,2008,Software Developer,"$110,500.00",,Year,,No one specific worksite address or physical location,N/A,,N/A,N/A,Y,N,N
Professional occupation,91-1996083,5191,68,1999,"Director, Global Accounts","$200,000.00","$280,000.00",Year,"$240,000.00",Business Premises,Miami,FL,33131,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,N,N
None/Professional Athlete,95-4541325,711211,100,1995,,,,,,Business Premises,,,,,,,N
College/University Teacher,39-6006492,61131,1142,1848,Assistant Professor,"$72,000.00",,Year,,Business Premises,Menomonie,WI,54751,Western Wisconsin nonmetropolitan area,Y,N,N
Non-professional,84-1909848,7225,19,2019,Head Chef,"$57,221.00",,Year,,Business Premises,Atlanta,GA,30308,"Atlanta-Sandy Springs-Roswell, GA",Y,N,N
Non-professional,38-2813561,722513,597,1986,Team Member,"$27,300.00",,Year,,Business Premises,Rochester,NY,14623,"Rochester, NY",Y,N,N
Professional occupation,98-0429806,541511,4200,1968,Technical Architect,"$138,590.00","$230,000.00",Year,"$184,295.00",Business Premises,New York,NY,10178,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Non-professional,37-1864666,811111,6,2017,STORE OPERATIONS MANAGER,"$62,171.00","$62,171.00",Year,,Business Premises,RACINE,WI,53406,"Racine, WI",Y,N,N
College/University Teacher,38-6006309,611310,60300,1817,Clinical Assistant Professor,"$229,900.60",,Year,,Business Premises,Ann Arbor,MI,48109,"Ann Arbor, MI",Y,N,N
None/Professional Athlete,95-4541325,711211,100,1995,,,,,,Business Premises,,,,,,,N
Non-professional,83-2791135,5416,4,2018,BOOKKEEPER,"$47,000.00",,Year,,Business Premises,Dallas,TX,75244,"Dallas-Fort Worth-Arlington, TX",Y,N,N
Non-professional,46-3015195,339999,47,2012,PRODUCT MAKER,"$38,979.00",,Year,,Business Premises,VISTA,CA,92081,"San Diego-Carlsbad, CA",Y,N,Y
Non-professional,04-2931951,49319,786,2019,Freezer Selector,$19.50,,Hour,,Business Premises,Chicopee,MA,01013,"Springfield, MA-CT",Y,N,N
Non-professional,83-2877561,5416,4,2018,BOOKKEEPER,"$40,000.00",,Year,,Business Premises,IRVING,TX,75038,"Dallas-Fort Worth-Arlington, TX",Y,N,N
Professional occupation,98-0429806,541511,4200,1968,Technical Architect ,"$138,590.00","$230,000.00",Year,"$184,295.00",Business Premises,New York,NY,10178,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Professional occupation,33-0494942,4249,656,1991,Technical Services Supervisor (Horticulture),"$74,818.00","$74,818.00",Year,"$74,818.00",Business Premises,Perris,CA,92570,"Riverside-San Bernardino-Ontario, CA",Y,N,N
Non-professional,27-3970868,722511,4,2010,CHEF,"$55,000.00",,Year,,Business Premises,FRISCO,TX,75033,"Dallas-Fort Worth-Arlington, TX",Y,N,N
Non-professional,56-0845796,623110,6490,1954,Nursing Assistant,"$29,120.00",,Year,,Business Premises,Fayetteville,NC,28304,"Fayetteville, NC",Y,N,N
Professional occupation,98-0429806,541511,4200,1968,Technical Architect ,"$138,590.00","$230,000.00",Year,"$184,295.00",Business Premises,New York,NY,10178,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Professional occupation,20-5873208,54151,11,2006,Software Developer,"$69,514.00",,Year,"$69,514.00",Business Premises,Farmington Hils ,MI,48335,"Detroit-Warren-Dearborn, MI",Y,N,N
Non-professional,59-3095997,561720,235,1985,Janitor,"$24,960.00",,Year,,Business Premises,LONGWOOD ,FL,32750,"Orlando-Kissimmee-Sanford, FL",Y,N,N
Non-professional,04-2931951,49319,786,2019,Freezer Selector,$19.50,,Hour,,Business Premises,Chicopee,MA,01013,"Springfield, MA-CT",Y,N,N
Non-professional,04-2931951,49319,786,2019,Warehouse Selector,$16.25,,Hour,,Business Premises,Chicopee,MA,01013,"Springfield, MA-CT",Y,N,N
Non-professional,86-1796672,541330,7,2021,Mechanical Project Drafter,"$60,000.00",,Year,,Business Premises,Suwanee,GA,30024,"Atlanta-Sandy Springs-Roswell, GA",Y,N,N
College/University Teacher,39-6006492,61131,1248,1848,Assistant Professor,"$53,000.00",,Year,,Business Premises,LaCrosse,WI,54601,"La Crosse-Onalaska, WI-MN",Y,N,N
Non-professional,58-0808521,311615,1041,1958,Poultry Processing Worker,"$31,200.00","$31,200.00",Year,,Business Premises,Bethlehem,GA,30620,"Atlanta-Sandy Springs-Roswell, GA",Y,N,N
Professional occupation,22-3536104,541511,3250,1993,Lead Systems Engineer I,"$132,330.00","$190,000.00",Year,"$161,165.00",Business Premises,Newtown ,PA,18940,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Y,N,N
Professional occupation,98-0429806,541511,4200,1968,Technical Architect,"$138,590.00","$230,000.00",Year,"$184,295.00",Business Premises,New York,NY,10178,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Non-professional,39-2079800,561720,85,2012,Sanitation Technician,"$21,757.00",,Year,,Business Premises,CARY,NC,27513,"Raleigh, NC",Y,N,N
Professional occupation,20-4895317,511210,2507,2006,Staff Storage Engineer,"$145,600.00","$190,000.00",Year,"$167,800.00",Business Premises,San Jose,CA,95002,"San Jose-Sunnyvale-Santa Clara, CA",Y,N,N
Non-professional,59-3095997,561720,235,1985,Janitor,"$24,960.00",,Year,,Business Premises,LONGWOOD,FL,32750,"Orlando-Kissimmee-Sanford, FL",Y,N,N
Non-professional,81-3262093,238160,12,2016,Roofer Operations Lead,"$46,738.00",,Year,,Business Premises,Panama City,FL,32404,"Panama City, FL",Y,N,N
Non-professional,81-4614639,722511,4,2017,Cook (Indian Food),"$41,500.00","$41,500.00",Year,,Business Premises,North Brunswick,NJ,08902,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Non-professional,56-0845796,623110,6490,1954,Nursing Assistant,"$29,120.00",,Year,,Business Premises,Fayetteville,NC,28304,"Fayetteville, NC",Y,N,N
Professional occupation,98-0429806,541511,4200,1968,Technical Architect ,"$138,590.00","$230,000.00",Year,"$184,295.00",Business Premises,New York,NY,10178,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Non-professional,81-0982236,722511,22,2015,COOK,"$32,000.00",,Year,,Business Premises,DICKENSON ,ND,58601,West North Dakota nonmetropolitan area,Y,N,N
Non-professional,37-1268785,56173,249,1980,Landscape Laborer,"$35,276.80",,Year,,No one specific worksite address or physical location,N/A,,N/A,N/A,N,N,N
College/University Teacher,55-6000842,611310,6953,1867,Assistant Professor (Hem/Onc),"$356,570.00",,Year,,No one specific worksite address or physical location,N/A,,N/A,N/A,Y,N,N
Non-professional,37-1268785,56173,249,1980,Landscape Laborer,"$35,276.80",,Year,,No one specific worksite address or physical location,N/A,,N/A,N/A,Y,N,N
Non-professional,59-3095997,561720,235,1985,Janitor,"$24,960.00",,Year,,Business Premises,LONGWOOD ,FL,32750,"Orlando-Kissimmee-Sanford, FL",Y,N,N
Non-professional,81-1963234,722511,3,2016,Chef,"$65,550.00","$65,550.00",Year,,Business Premises,Orlando,FL,32807,"Orlando-Kissimmee-Sanford, FL",Y,N,N
Professional occupation,59-2816882,339112,19900,1927,Manufacturing Network Optimization Engineer,"$113,880.00",,Year,"$113,880.00",Business Premises,Palm Beach Gardens,FL,33410,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,N,N
Non-professional,59-3095997,561720,235,1985,Janitor,"$24,960.00",,Year,,Business Premises,LONGWOOD,FL,32750,"Orlando-Kissimmee-Sanford, FL",Y,N,N
Non-professional,38-2813561,722513,597,1986,Team Member,"$27,300.00",,Year,,Business Premises,Rochester,NY,14623,"Rochester, NY",Y,N,N
Non-professional,56-0845796,623110,6490,1954,Nursing Assistant,"$29,120.00",,Year,,Business Premises,Fayetteville,NC,28304,"Fayetteville, NC",Y,N,N
Non-professional,37-1268785,56173,249,1980,Landscape Laborer,"$35,276.80",,Year,,No one specific worksite address or physical location,N/A,,N/A,N/A,Y,N,N
Non-professional,58-0808521,311615,1041,1958,Poultry Processing Worker,"$31,200.00","$31,200.00",Year,,Business Premises,Bethlehem,GA,30620,"Atlanta-Sandy Springs-Roswell, GA",Y,N,N
Non-professional,58-0808521,311615,1041,1958,Poultry Processing Worker,"$31,200.00","$31,200.00",Year,,Business Premises,Bethlehem,GA,30620,"Atlanta-Sandy Springs-Roswell, GA",Y,N,N
Non-professional,46-3015195,339999,47,2012,PRODUCT MAKER,"$38,979.00",,Year,,Business Premises,VISTA,CA,92081,"San Diego-Carlsbad, CA",Y,N,Y
Professional occupation,13-3853086,5621,50000,1995,Senior Software Engineer,"$129,397.00",,Year,"$129,397.00",Business Premises,Houston,TX,77002,"Houston-The Woodlands-Sugar Land, TX",Y,N,N
Professional occupation,77-0061441,511210,235,1986,Director of Accounting & Finance,"$196,000.00","$196,000.00",Year,"$196,000.00",Business Premises,Irvine,CA,92618,"Los Angeles-Long Beach-Anaheim, CA",Y,N,N
Non-professional,04-2699681,72111,3,1971,Laundry Worker,"$31,200.00","$31,200.00",Year,,Business Premises,N. Truro,MA,02652,"Barnstable Town, MA",Y,N,N
Professional occupation,27-4486580,541714,751,2010,"Director, Regulatory Affairs Operations","$220,000.00",,Year,"$220,000.00",Business Premises,Cambridge,MA,02142,"Boston-Cambridge-Nashua, MA-NH",Y,N,N
Professional occupation,59-0739250,541614,1054,1933,Data Analytics Consultant,"$129,272.00",,Year,"$129,272.00",Business Premises,Coral Gables,FL,33134,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,N,N
College/University Teacher,31-6402113,611310,4800,1804,"Assistant Professor, Social and Public Health","$40,750.00",,Year,,Business Premises,Athens,OH,45701,Southern Ohio non-metropolitan area,Y,N,N
Professional occupation,13-4078032,52399,42,1999,General Partner,"$500,000.00",,Year,"$500,000.00",Business Premises,San Francisco,CA,94107,"San Francisco-Oakland-Hayward, CA",Y,N,N
Professional occupation,56-2356083,541511,39,2003,ECM Architect,"$133,000.00",,Year,"$133,000.00",Business Premises,Boulder,CO,80301,"Boulder, CO",Y,N,N
Non-professional,46-2310268,458310,7,2013,Customer Relationship Supervisor,"$60,100.00","$60,100.00",Year,,Business Premises,Tampa,FL,33612,"Tampa-St. Petersburg-Clearwater, FL",Y,N,N
Professional occupation,87-4592819,423310,3,2022,OPERATIONAL MANAGER ,"$48,506.00","$48,506.00",Year,"$48,506.00",Business Premises,Deerfield Beach,FL,33442,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,N,N
Professional occupation,81-2345210,519130,2227,2016,"Senior Software Engineer, Mobile Video Algorithm(Multi.Pos.)","$192,941.00","$259,200.00",Year,"$226,070.50",Business Premises,San Jose,CA,95110,"San Jose-Sunnyvale-Santa Clara, CA",Y,N,N
Professional occupation,47-1824387,519290,1609,2014,Senior Technical Support Engineer  ,"$154,185.00","$164,185.00",Year,"$159,185.00",Business Premises,Mountain View,CA,94041,"San Jose-Sunnyvale-Santa Clara, CA",Y,N,N
Professional occupation,27-1094206,33911,5435,2009,Lead Supervisor Data Engineer,"$167,149.00","$185,000.00",Year,"$176,074.50",Business Premises,Sunnyvale,CA,94086,"San Jose-Sunnyvale-Santa Clara, CA",Y,N,N
Professional occupation,13-2951153,425110,11,1978,"Professional, Network System Deployment","$128,235.00",,Year,"$128,235.00",Business Premises,Houston,TX,77040,"Houston-The Woodlands-Sugar Land, TX",Y,N,N
Professional occupation,80-0502031,61111,200,2011,French Immersion Math Teacher (Multiple Openings),"$56,790.00","$56,790.00",Year,"$56,790.00",Business Premises,New Orleans,LA,70118,"New Orleans-Metairie, LA",Y,N,Y
Professional occupation,20-0251473,3363,1452,2003,Quality Engineer in Launch Control Team,"$69,181.00",,Year,"$69,181.00",Business Premises,Clinton,TN,37716,"Knoxville, TN",Y,N,N
Professional occupation,13-2951153,425110,1130,1978,"Engineer I, System Structure Design","$135,806.00",,Year,"$135,806.00",Business Premises,Plano,TX,75023,"Dallas-Fort Worth-Arlington, TX",Y,N,N
Non-professional,39-2079800,561720,1000,2012,Janitor,"$31,200.00",,Year,,Business Premises,Southfield,MI,48075,"DETROIT-WARREN-DEARBORN, MI",Y,N,N
Professional occupation,20-3713889,62111,120,2006,Internal Medicine Physician,"$210,000.00",,Year,"$210,000.00",Business Premises,Arcadia,FL,34266,South Florida nonmetropolitan area,Y,N,N
Non-professional,39-2079800,561720,1000,2012,Janitor,"$31,200.00",,Year,,Business Premises,Southfield,MI,48075,"DETROIT-WARREN-DEARBORN, MI",Y,N,N
Professional occupation,47-3892853,511210,245,2015,Data Engineer (Multiple Positions),"$138,861.00","$246,240.00",Year,"$192,550.50",Business Premises,Bellevue,WA,98004,"Seattle-Tacoma-Bellevue, WA",Y,N,N
Professional occupation,94-1737782,5231,6463,1971,Sr. Software Developer,"$123,400.00","$246,800.00",Year,"$185,100.00",Business Premises,Westlake,TX,76262,"Dallas-Fort Worth-Arlington, TX",Y,N,N
Non-professional,52-2214429,561720,192,2000,Housekeeping ,"$32,240.00",,Year,,Business Premises,Baltimore,MD,21202,"Baltimore-Columbia-Towson, MD",Y,N,N
Professional occupation,81-2345210,54151,1870,2016,Senior Software Development Engineer in Test(Mult.Positions),"$164,050.00","$252,000.00",Year,"$208,025.00",Business Premises,San Jose,CA,95110,"San Jose-Sunnyvale-Santa Clara, CA",Y,N,N
Professional occupation,90-1020167,453910,1193,2017,Senior Fulfillment Center Program Manager,"$112,000.00","$179,500.00",Year,"$145,750.00",Business Premises,Reno,NV,89506,"Reno, NV",Y,N,N
Professional occupation,46-5554326,541211,7,2014,Accountant,"$58,000.00","$58,000.00",Year,"$58,000.00",Business Premises,Carrollton,TX,75007,"Dallas-Fort Worth-Arlington, TX",Y,N,N
Professional occupation,81-2345210,54151,1870,2016,Software Engineer-Machine Learning Infrastructure (Mult.Pos),"$141,378.00","$244,800.00",Year,"$193,089.00",Business Premises,San Jose,CA,95110,"San Jose-Sunnyvale-Santa Clara, CA",Y,N,N
Non-professional,39-2079800,561720,1000,2012,Janitor,"$31,200.00",,Year,,Business Premises,Southfield,MI,48075,"DETROIT-WARREN-DEARBORN, MI",Y,N,N
Professional occupation,13-2951153,425110,845,1978,"Engineer I, System Structure Design","$122,720.00",,Year,"$122,720.00",Business Premises,Plano,TX,75023,"Dallas-Fort Worth-Arlington, TX",Y,N,N
Professional occupation,42-1703009,52232,60,1971,Data Science Manager,"$150,000.00",,Year,"$150,000.00",Business Premises,Boston,MA,02210,"Boston-Cambridge-Nashua, MA-NH",Y,N,N
Non-professional,38-2813561,722513,597,1986,Team Member,"$27,300.00",,Year,,Business Premises,Rochester,NY,14623,"Rochester, NY",Y,N,N
Non-professional,38-2813561,722513,597,1986,Team Member,"$27,300.00",,Year,,Business Premises,Rochester,NY,14623,"Rochester, NY",Y,N,N
Professional occupation,36-0719665,524210,2144,1931,Systems Analyst-Expert,"$134,992.00",,Year,"$134,992.00",Business Premises,Irving,TX,75063,"Dallas-Fort Worth-Arlington, TX",Y,N,N
Non-professional,38-2813561,722513,597,1986,Team Member,"$27,300.00",,Year,,Business Premises,Rochester,NY,14623,"Rochester, NY",Y,N,N
Non-professional,58-0808521,311615,1041,1958,Poultry Processing Worker,"$31,200.00","$31,200.00",Year,,Business Premises,Bethlehem,GA,30620,"Atlanta-Sandy Springs-Roswell, GA",Y,N,N
